,AAPL,AMZN,GOOGL,MSFT,NVDA
2022-09-07,0.009253882582110858,0.026722663554652925,0.024716671704462376,0.019111464131811223,0.01879487361203008
2022-09-08,-0.00961781774413274,0.0026259778181887176,-0.00977612610083065,0.0016659987712024289,0.02012556351821561
2022-09-09,0.018839781952186063,0.0265752330426696,0.020944932322322675,0.022977161998342495,0.0283773095923126
2022-09-12,0.038507732639464366,0.023861278411006753,0.0018978420259072573,0.008281213495732284,0.008201987175849365
2022-09-13,-0.05867919455274345,-0.07057528375812856,-0.05899331583854623,-0.05497876969522131,-0.09472610905419517
2022-09-14,0.0095551521043492,0.013641407988460977,0.006518452776114349,0.0009128687197729725,-0.0002282046057187289
2022-09-15,-0.018929830941975912,-0.017658531455242134,-0.01990476599344779,-0.027119176862571932,-0.015158630401638677
2022-09-16,-0.010960124894826053,-0.021777003694830984,-0.0010689150459958629,-0.0026083648278261156,0.02080604853255165
2022-09-19,0.02508290556892735,0.009147615105472537,0.0026265080814510838,-0.0008987572496343434,0.013941265972181573
2022-09-20,0.01566535420236099,-0.019813903001303104,-0.018725187704527798,-0.008465584900836988,-0.01539368894575402
2022-09-21,-0.02026758410013149,-0.029871523471236453,-0.018390388467255936,-0.014435903812049919,0.006451034041813334
2022-09-22,-0.0063751426868929074,-0.010376272544574258,0.008662375847066505,0.008495304527975119,-0.05278623375579699
2022-09-23,-0.015124031036940195,-0.03009120154088929,-0.0139804579167069,-0.01269801319218291,-0.0035825078375911535
2022-09-26,0.0022603855447331806,0.012040804722097726,-0.0057727665090885295,-0.0019755771123302814,-0.02301051592342595
2022-09-27,0.006566272891670415,-0.006426381710496317,-0.0068247883282853495,-0.00437976658255926,0.015129249095445317
2022-09-28,-0.01265132411190464,0.03146576661908937,0.026153859748394525,0.019711540893841927,0.026020912953674875
2022-09-29,-0.049119189430833335,-0.027201076403397067,-0.02628688435982125,-0.01480897913172202,-0.04051503268346298
2022-09-30,-0.030039393314591236,-0.015679468675155676,-0.01816877657654186,-0.019368481149495083,-0.00662828889402732
2022-10-03,0.0307525227548716,0.02548670135768114,0.031259821647723854,0.033662523900056814,0.03072727524458
2022-10-04,0.025623052356136912,0.04496029692750949,0.030413568285827274,0.033812363276561674,0.052349682326432743
2022-10-05,0.0020533173096564214,-0.0011561598305592639,-0.0020660786426773786,0.001285841853655958,0.0031897554182400167
2022-10-06,-0.006625525920496237,-0.0053740712102913505,-9.866784006314742e-05,-0.00967099397109305,-0.005980553045364179
2022-10-07,-0.03671881679976743,-0.047714092664606876,-0.02701626693399365,-0.05085278175161452,-0.08027426487155352
2022-10-10,0.002355658367735458,-0.007768849586377055,-0.008309764743364229,-0.02130294798310002,-0.033620377508466893
2022-10-11,-0.010254817413065621,-0.012844190270001506,-0.0069486750133356265,-0.016750371845678774,-0.007198022200898022
2022-10-12,-0.004605229900252266,0.0061492063723020815,0.003910342650503073,0.001508322899789174,-0.007422798078380495
2022-10-13,0.033613144185077624,-0.003277260775742499,0.015375124462214423,0.03760813066925938,0.03999998007113111
2022-10-14,-0.032240240660690735,-0.05003107895219998,-0.02523731203737354,-0.024248673667610885,-0.06128750076649497
2022-10-17,0.029122901646266047,0.06445275295885258,0.03531493364105265,0.03924561778222854,0.05887566379908524
2022-10-18,0.00940948984324102,0.02258546158842263,0.008002241945087427,0.00408379011340902,0.0066454368268211855
2022-10-19,0.0007651188004805673,-0.01108629175628058,-0.011312797837288873,-0.008469828709657623,0.007019460936169643
2022-10-20,-0.0032672044694760727,0.0015642678860967926,0.003412690483334257,-0.0013954577912117236,0.011866314322026719
2022-10-21,0.027059186733895034,0.03531453097461361,0.011603466273638879,0.025280626132532426,0.022305959344668176
2022-10-24,0.014802795276724944,0.0041904123472914214,0.013744560878793883,0.021187984940909625,0.010669098535899308
2022-10-25,0.01933728405631689,0.006509754475742734,0.019118279327848372,0.013791637308199304,0.05254360240929976
2022-10-26,-0.01962691906315313,-0.04096181487988796,-0.09140514319313016,-0.07715632877417572,-0.02752425045837986
2022-10-27,-0.030465477755927946,-0.04063638620803932,-0.02854715806308054,-0.019756263312798908,0.021712176907550736
2022-10-28,0.0755527149772746,-0.0680424971580574,0.04413349696960648,0.04022045844423844,0.04993940038743456
2022-10-31,-0.015410265059952374,-0.009380148789788165,-0.01848585009138431,-0.01585604445307662,-0.02436031632213258
2022-11-01,-0.017542952687802548,-0.055154250207194215,-0.04274670419426228,-0.017059360750406045,0.00340835381336026
2022-11-02,-0.03730493234215319,-0.04824876665742584,-0.038686812663098966,-0.03536851767194728,-0.02392402626659907
2022-11-03,-0.04240495102932989,-0.030612240672440172,-0.04070373937832404,-0.02657878406344044,0.01528096601792115
2022-11-04,-0.0019473029535120733,0.01881299269611516,0.03775607618799638,0.03332563540588277,0.05476492345124592
2022-11-07,0.003902316820489277,-0.00494619214148912,0.022060580235480718,0.0292697105599893,0.01024304783778903
2022-11-08,0.004174894513401104,-0.006075283660437413,0.00463346542373898,0.004388270045049867,0.021047611632603158
2022-11-09,-0.033189883930459504,-0.042676192754212174,-0.01777302097659332,-0.019050199236061213,-0.05656768809573262
2022-11-10,0.08897452979003213,0.12177847617944293,0.0758132904815949,0.08226817856888005,0.14329266792201584
2022-11-11,0.019268884797166548,0.04305085149903829,0.0262933761809005,0.016997287501522056,0.03663486150223456
2022-11-14,-0.009485840690535203,-0.02281975425008139,-0.007364677775998484,-0.022500151572352998,-0.0019596813087718696
2022-11-15,0.01186960389304589,0.004569038353104251,0.028631519042438307,0.0017387709102219442,0.022767820202468658
2022-11-16,-0.008331230375264249,-0.018394983322362963,0.004164738149199931,0.0018234250016958841,-0.045361957466031305
2022-11-17,0.012971240355238839,-0.023373189953300597,-0.004956865071746803,-0.0002067712286372374,-0.014645041071369195
2022-11-18,0.0037820433556384043,-0.007485493894513584,-0.009455160816488435,-0.0019032081947430676,-0.0170950265752013
2022-11-21,-0.021680351337964626,-0.017845764989037304,-0.018782672490180737,0.0034408947445325948,-0.005970557898230752
2022-11-22,0.014661199330977938,0.008003437930963633,0.015167325299281416,0.012311484027507454,0.04707161874326099
2022-11-23,0.0059262605548018946,0.00997854437368972,0.014528627492259198,0.010406830939049172,0.029991484387587426
2022-11-25,-0.01959355109424008,-0.0076489282090407154,-0.010156363956545072,-0.0003634571993017616,-0.015073466035853937
2022-11-28,-0.026264318910506585,0.0057808935334819405,-0.01446758546702949,-0.023152601188836983,-0.027228094393763582
2022-11-29,-0.021148359697499373,-0.016285245651894632,-0.00895359749664151,-0.005914935078001819,-0.01187848880643617
2022-11-30,0.04859389830955617,0.0445791260355859,0.06093069528882411,0.06162356356364723,0.08237896300119135
2022-12-01,0.0018919450711151417,-0.010772746070691943,0.0,-0.0017636230857050207,0.012527797616428433
2022-12-02,-0.003371719844975175,-0.014345578498241165,-0.005446109648554202,0.0012956783937432806,-0.015115209078106743
2022-12-05,-0.007983339373443867,-0.033145598727553446,-0.009557818036441115,-0.01890043816864656,-0.01576218476337602
2022-12-06,-0.025369744154221392,-0.03032636052572655,-0.025130683902046053,-0.020303922198927758,-0.037507512147032546
2022-12-07,-0.01378497685962869,0.0023795930251859065,-0.021035260504641606,-0.0030596340539382947,0.008319283139755764
2022-12-08,0.012132790839168184,0.021365582288143933,-0.012955630259999011,0.01239926854603456,0.06507439520508695
2022-12-09,-0.0034347943855389446,-0.013945790343221428,-0.009390602846543675,-0.008003335024230876,-0.009785129290307887
2022-12-12,0.01638992633538603,0.016387998359881355,0.005170672892665737,0.02888929159532624,0.03140995576831329
2022-12-13,0.0067826444634536765,0.021424569261503282,0.024863329346822564,0.017464738803291722,0.030624588196978147
2022-12-14,-0.015536001160605136,-0.009838858835905653,-0.005855932273604175,0.001167704531233546,-0.022023052218153174
2022-12-15,-0.04685451889139398,-0.03417782070573314,-0.044283020095367956,-0.03191832514741876,-0.04085129809877363
2022-12-16,-0.014578742660750134,-0.0066703941011537855,-0.00660351959687019,-0.01734859549085376,-0.02247498665012307
2022-12-19,-0.015909430974089103,-0.03346235398341054,-0.020164174929701774,-0.017328051091458588,-0.01912979394198611
2022-12-20,-0.0005289427335085222,0.003179513404178055,0.00655832868863695,0.0056144341028444445,-0.010397408888315635
2022-12-21,0.023809507053487146,0.018546709195681473,0.006290665234521665,0.010876715671639853,0.025862616438692764
2022-12-22,-0.023772598569890953,-0.034343619255829336,-0.02031707015681935,-0.02552873260061219,-0.07041991947149305
2022-12-23,-0.002798079754250604,0.01742450254827602,0.016750277663658084,0.002267042581053904,-0.008670795089161404
2022-12-27,-0.013878372548267355,-0.02592374292636547,-0.0206209927787688,-0.00741424737415359,-0.07135337066126798
2022-12-28,-0.0306852072310182,-0.014691729374427325,-0.01567688075343953,-0.010254878541042131,-0.006019538197163285
2022-12-29,0.028324290743119193,0.028843811038303534,0.028249327737630326,0.02762972641607216,0.040396204756304406
2022-12-30,0.00246906189715784,-0.002138278742257429,-0.0024872404884728463,-0.004937353895808979,0.0007533236655815615
2023-01-03,-0.03740488009951051,0.021666663033621653,0.010087198551032696,-0.0010008642310493279,-0.020459915139644742
2023-01-04,0.010314344863259231,-0.007923564525680042,-0.011669618518438276,-0.043743234368484506,0.03031796503020899
2023-01-05,-0.0106046033084422,-0.02372558911847964,-0.021344456762536435,-0.029637792207685455,-0.03281592393521299
2023-01-06,0.03679411600974037,0.03561115239008307,0.013225218967198023,0.01178531526747211,0.04164047680363385
2023-01-09,0.004088766585641963,0.014869873978500495,0.007785547050564705,0.009736432853763037,0.051753212963945146
2023-01-10,0.0044562752249375425,0.028731709234134904,0.004544594902600717,0.007617262561425023,0.0179804693658894
2023-01-11,0.021112258157332562,0.05808382587934351,0.035060074984438055,0.03023795970626417,0.0057828720483676065
2023-01-12,-0.0005990190177204077,0.0018929468094222265,-0.004261610897660737,0.011621359189697143,0.03187276715635941
2023-01-13,0.01011893926484589,0.029915043601747033,0.010863805943219352,0.003018953683803833,0.023499802021233685
2023-01-17,0.00875666725009903,-0.021096612687328185,-0.00901015475337436,0.0046816509497549725,0.047517547954919234
2023-01-18,-0.005370259072621496,-0.006142675153973965,-0.0018619795934721425,-0.018889086871961547,-0.0183595089418663
2023-01-19,0.0004435778195022747,-0.018646540921519936,0.021180831682900844,-0.01645392141999882,-0.035218964527765184
2023-01-20,0.01922083076893074,0.038108450930769026,0.0534120628044584,0.035743697571389184,0.06406194781276484
2023-01-23,0.023500631144371953,0.002776315095798522,0.018057484161884588,0.009824082420380052,0.07590137295494746
2023-01-24,0.010062847434142158,-0.012305137300550823,-0.02094398925353925,-0.0022260158101529196,0.003751173640730541
2023-01-25,-0.004700403572973022,0.008928577793566738,-0.025383752565397256,-0.005908092151506559,0.003010774982677984
2023-01-26,0.014803020373596704,0.020991983012153725,0.02415455541840771,0.030713603999339686,0.024788691143471448
2023-01-27,0.01368454332055385,0.030437377604428585,0.018970506721311047,0.0006451292017559157,0.028431866384392487
2023-01-30,-0.020078238531392074,-0.016529683561452783,-0.024454052331737017,-0.021961735713593257,-0.05907196889968011
2023-01-31,0.009020921310285293,0.02565881773600854,0.019599641801893594,0.021012812343506975,0.019570006109118968
2023-02-01,0.00790105798056112,0.019586971068148554,0.016086595030772532,0.01993461055613704,0.07196582402759598
2023-02-02,0.03706208448669963,0.07379935352944927,0.0727870030266578,0.04688447839071276,0.03657553734354869
2023-02-03,0.024400098691433086,-0.08431497620839848,-0.02747349213408571,-0.02362055657784656,-0.02805289816768501
2023-02-06,-0.017928793247231335,-0.011703250716856115,-0.017942324231920298,-0.006115998969783557,-0.0005211380337106358
2023-02-07,0.019244768724663335,-0.0006850625818668452,0.04606410376212458,0.04202213988311242,0.05140100693015952
2023-02-08,-0.01765282312920392,-0.020174297779652687,-0.07683011244672133,-0.0031021554026772497,0.0014430649397306399
2023-02-09,-0.0069115951162759814,-0.01809100582487669,-0.04387646590661812,-0.011659427744907701,0.005944774604603914
2023-02-10,0.002456285250408721,-0.006412838631079703,-0.004631178078593845,-0.0019726906934336985,-0.04799226852679739
2023-02-13,0.018806651066878195,0.019772567289289663,0.00042305640315510115,0.031242980266668448,0.024594625414039218
2023-02-14,-0.004224951687286704,0.001607354141483495,0.0007399746484896825,0.0031326215218270724,0.0542960365242895
2023-02-15,0.0139036365543246,0.014643999584324248,0.02386983411263948,-0.007992876052704018,-0.009011509363607815
2023-02-16,-0.010429618528607637,-0.02975486385196622,-0.014751429638155638,-0.02662269075917727,-0.033473963227431326
2023-02-17,-0.007546359600203416,-0.009679109147912077,-0.012145310415503523,-0.015601730267864287,-0.02790642618767109
2023-02-21,-0.02667982031918361,-0.026954683121879267,-0.027133114302977896,-0.020886591753302115,-0.0342717306340172
2023-02-22,0.0028957528957528956,0.012793392483054082,-0.001525249244163575,-0.004590995421333474,0.0047931400165209925
2023-02-23,0.0032906901126342897,0.00031317234586237765,-0.008292320909806018,0.012961851057093302,0.1402139526163007
2023-02-24,-0.018005313213257813,-0.024212061179431782,-0.019364174740609332,-0.021784386292751434,-0.015973634289044095
2023-02-27,0.0082475407027867,0.002780771510486297,0.008302635732990686,0.0037717280441371577,0.009233007598333216
2023-02-28,-0.003447731902523721,0.00501281154004484,0.002114118759395156,-0.0029580863098899526,-0.012127097283265022
2023-03-01,-0.01424614678606899,-0.02186145722806772,0.0033312603175668825,-0.012629375027065905,-0.0223122055688607
2023-03-02,0.004129167393513864,-0.0004339906295107337,0.018149449771857038,0.019653317782963777,0.027138956967869013
2023-03-03,0.035089993988613725,0.030066258059702394,0.017934784062845325,0.01664598046665823,0.024706139029739158
2023-03-06,0.018539480995069954,-0.012118034851298762,0.015803491165631917,0.006188990853928301,-0.01406445649097745
2023-03-07,-0.014496251167497004,-0.00213330078125,-0.013349998560647055,-0.010588786991723264,-0.011125268339280396
2023-03-08,0.008377137899964514,0.003955051898638583,0.0041549560863996795,-0.00177081185903155,0.03834584000747613
2023-03-09,-0.014914963847257132,-0.017781071140368677,-0.020477348279135214,-0.005439279865088237,-0.030809308327084613
2023-03-10,-0.013878438472722536,-0.016476928380123646,-0.01830598424713966,-0.014782870559133344,-0.020097186907015077
2023-03-13,0.01326608439435785,0.018736877387233928,0.00529635886362207,0.021440892617391766,4.355913006432038e-05
2023-03-14,0.014088853594875156,0.026506512389408654,0.03139070585395454,0.027055883875496376,0.04776615817476575
2023-03-15,0.00262137703730172,0.013912307472971253,0.022773157513998384,0.017830070412580324,0.006857079570509068
2023-03-16,0.01869420679911789,0.03991688242309578,0.043803831050369745,0.040536759847489265,0.054193550420507414
2023-03-17,-0.005454005169474313,-0.01089568130057839,0.012958699460293812,0.01169423531226738,0.007204127484294973
2023-03-20,0.015483911468468541,-0.012531560404374115,-0.0039362306263708,-0.025766688186244665,0.006802627695647344
2023-03-21,0.011943948345364235,0.029679680207260927,0.036553961342432245,0.0056938094700855054,0.01154429382542954
2023-03-22,-0.009103372789745094,-0.01898423268583957,-0.014773070114437313,-0.005442356103816442,0.010267660890442506
2023-03-23,0.0069696488070970335,0.00010133876939949474,0.021572870660113038,0.01972163294872458,0.02731593547616044
2023-03-24,0.00830547634211976,-0.00587581639584802,-0.001515034190252542,0.010480486819221637,-0.015152101285481143
2023-03-27,-0.012293377262792234,-0.000917113425145748,-0.02826260702147707,-0.014933795452161551,-0.009260745098427808
2023-03-28,-0.003980227685469213,-0.00815996577200266,-0.013956776771229,-0.004160951286896413,-0.004560864679788948
2023-03-29,0.019790687535405978,0.030954362426533533,0.003563365043982813,0.019183699980559788,0.021734182080220186
2023-03-30,0.009890033955580862,0.017456359102244388,-0.004931469350863737,0.012619950976048087,0.014786689998085587
2023-03-31,0.015644121897648057,0.012647067799287684,0.028149616475342754,0.014962018778602749,0.01438829460532372
2023-04-03,0.007701576546526106,-0.008519675143943976,0.00607327636040063,-0.003711345579962904,0.006768329871082769
2023-04-04,-0.003249594721429609,0.015037527888523979,0.003449736097141903,-0.00017396339182398218,-0.018308664898096745
2023-04-05,-0.011290407526900933,-0.027417013542964684,-0.002387363106763025,-0.009889293808136886,-0.02083550640768349
2023-04-06,0.00549598086057402,0.009495540049077156,0.037809942031593616,0.025533041269600782,0.00580324214564927
2023-04-10,-0.015972499418006474,0.0010778033801971234,-0.01826229924827255,-0.007578864685232696,0.020046619849114256
2023-04-11,-0.0075909952663738125,-0.022022120390757627,-0.010240557487340773,-0.022668540015680482,-0.01486652522574594
2023-04-12,-0.004352996235644946,-0.02091669711959809,-0.0067394199037271625,0.0023335679336040646,-0.02480750826671014
2023-04-13,0.03410328673392134,0.0467136830142994,0.02666282730226232,0.022399175163643675,-0.0012077478298618929
2023-04-14,-0.002113828549010697,0.0010742246944572822,0.013404112765624258,-0.012765361278908205,0.011147411084562842
2023-04-17,0.00012098176420297777,0.0022436418178336404,-0.0266371347763798,0.009295991227558613,0.009118689360701482
2023-04-18,0.007504931989279124,-0.0042826048390145,-0.013872034710030491,-0.0014890792902199927,0.024628012697694476
2023-04-19,0.006968018780935039,0.019550341547772163,-0.003062184600286233,0.0002776102200514268,0.00954214986000486
2023-04-20,-0.005846314874120895,-0.004698039106680585,0.010654687570030807,-0.008112174198358397,-0.029608698335588487
